RecordID,RecordSubID_old,RecordSubID_new,Treatment,Treatment_Severity,TimeSinceFire_years,Study_Severity,Authors,Title,DOI,StudyType,VegCover,GFEDVegCover,Region,Lat,Lon,LiveC_Binary_Measurements,DeadC_Binary_Measurements,TreeAge_Binary_Measurements,Photosynthesis_Binary_Measurements,Sapflow_Binary_Measurements,NPP_Binary_Measurements,GPP_Binary_Measurements,NEP_Binary_Measurements,Ra_Binary_Measurements,NSC_Binary_Measurements,FoliarN_Binary_Measurements,WoodN_Binary_Measurements,PyCChar_Binary_Measurements,Emissions_Binary_Measurements,Regeneration_Binary_Measurements,BAI_treecores_Binary_Measurements,Isotopes_Binary_Measurements,MRT_Binary_Measurements,LiveC_units_StockData,PyC_units_StockData,DeadC_units_StockData,LitterC_units_StockData,TEC_units_StockData,ANPP_units_FluxData,GPP_units_FluxData,Ra_units_FluxData,NPP_units_FluxData,NEP_units_FluxData,Reco_units_FluxData,Photosynthesis_units_FluxData,EmissionsUnits_Emissions,Description_StockData,DescriptionNote_StockData,LiveWoodC_StockData,FoliageC_StockData,TotalLive_StockData,PyC_StockData,CWDC_StockData,FWDC_StockData,LitterC_StockData,TotalDead_StockData,TotalAboveground_StockData,TEC_StockData,ANPP_FluxData,GPP_FluxData,Ra_FluxData,NPP_FluxData,NEP_FluxData,Reco_FluxData,Photosynthesis_num_FluxData,LiveC_Emissions,DeadC_Emissions,ForestFloor_Emissions,LeafLitter_Emissions,TotalAbovegroundC_Emissions,Vcmax_text_Burned1_FluxData,Photosynthesis_text_Burned1_FluxData,BAI_text_Burned1_FluxData,UniqueID,LiveWoodC_StockData_MgC_ha,FoliageC_StockData_MgC_ha,TotalLive_StockData_MgC_ha,TotalAboveground_StockData_MgC_ha,PyC_StockData_MgC_ha,CWDC_StockData_MgC_ha,FWDC_StockData_MgC_ha,TotalDead_StockData_MgC_ha,LitterC_StockData_MgC_ha,TEC_StockData_MgC_ha,LiveWoodC_StockData_percent,FoliageC_StockData_percent,TotalLive_StockData_percent,TotalAboveground_StockData_percent,LitterC_StockData_percent,Biome,Biome_simple,ANPP_FluxData_g_m2,ANPP_FluxData_g_m2_unit,GPP_FluxData_g_m2,GPP_FluxData_g_m2_unit,NPP_FluxData_g_m2,NPP_FluxData_g_m2_unit,NEP_FluxData_g_m2,NEP_FluxData_g_m2_unit,Reco_FluxData_g_m2,Reco_FluxData_g_m2_unit,Photosynthesis_FluxData_g_m2,Photosynthesis_FluxData_g_m2_unit
1352,1,1,Control,Control_ref,5,High,"Souza, Cleber R.; Maia, Vinicius A.; Mariano, Ravi Fernandes; de Souza, Fernanda Coelho; Araujo, Felipe de Carvalho; de Paula, Gabriela G. P.; de Oliveira Menino, Gisele Cristina; Coelho, Polyanne Aparecida; Santos, Paola Ferreira; Morel, Jean Daniel; Santos, Rubens M.",Tropical forests in ecotonal regions as a carbon source linked to anthropogenic fires: A 15-year study case in Atlantic forest - Cerrado transition zone,10.1016/j.foreco.2022.120326,NA,TropicalForest,TROP,Brazil,-21.5,-44.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,MgC_per_hectare,NA,MgC_per_hectare_per_year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control_ref,NA,NA,NA,NA,NA,NA,NA,NA,1,84.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1352_1,NA,NA,NA,84.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tropical & Subtropical Grasslands, Savannas & Shrublands",TropicalGrassland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1352,1,2,Burn,HighSeverity,5,High,"Souza, Cleber R.; Maia, Vinicius A.; Mariano, Ravi Fernandes; de Souza, Fernanda Coelho; Araujo, Felipe de Carvalho; de Paula, Gabriela G. P.; de Oliveira Menino, Gisele Cristina; Coelho, Polyanne Aparecida; Santos, Paola Ferreira; Morel, Jean Daniel; Santos, Rubens M.",Tropical forests in ecotonal regions as a carbon source linked to anthropogenic fires: A 15-year study case in Atlantic forest - Cerrado transition zone,10.1016/j.foreco.2022.120326,NA,TropicalForest,TROP,Brazil,-21.5,-44.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,MgC_per_hectare,NA,MgC_per_hectare_per_year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HighSeverity,NA,NA,NA,NA,NA,NA,NA,NA,4,75.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1352_2,NA,NA,NA,75.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tropical & Subtropical Grasslands, Savannas & Shrublands",TropicalGrassland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1354,1,1,Control,Control_ref,1,Mixed,"Sparks, Aaron M.; Kolden, Crystal A.; Smith, Alistair M. S.; Boschetti, Luigi; Johnson, Daniel M.; Cochrane, Mark A.",Fire intensity impacts on post-fire temperate coniferous forest net primary productivity,10.5194/bg-15-1173-2018,Wildfire,"Fire-resistant: Pseudotsuga menziesii, Pinus ponderosa, Larix occidentalis",TEMF,USA,48.384275,-116.171416,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,gC_per_m2_per_yr,NA,NA,NA,NA,Control_ref,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1354_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temperate Conifer Forests,TemperateForest,NA,NA,NA,NA,500,yr,NA,NA,NA,NA,NA,NA
1354,2,2,Control,Control_ref,4,Mixed,"Sparks, Aaron M.; Kolden, Crystal A.; Smith, Alistair M. S.; Boschetti, Luigi; Johnson, Daniel M.; Cochrane, Mark A.",Fire intensity impacts on post-fire temperate coniferous forest net primary productivity,10.5194/bg-15-1173-2018,Wildfire,"Fire-resistant: Pseudotsuga menziesii, Pinus ponderosa, Larix occidentalis",TEMF,USA,48.384275,-116.171417,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,gC_per_m2_per_yr,NA,NA,NA,NA,Control_ref,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1354_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temperate Conifer Forests,TemperateForest,NA,NA,NA,NA,475,yr,NA,NA,NA,NA,NA,NA
1354,3,3,Control,Control_ref,8,Mixed,"Sparks, Aaron M.; Kolden, Crystal A.; Smith, Alistair M. S.; Boschetti, Luigi; Johnson, Daniel M.; Cochrane, Mark A.",Fire intensity impacts on post-fire temperate coniferous forest net primary productivity,10.5194/bg-15-1173-2018,Wildfire,"Fire-resistant: Pseudotsuga menziesii, Pinus ponderosa, Larix occidentalis",TEMF,USA,48.384275,-116.171418,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,gC_per_m2_per_yr,NA,NA,NA,NA,Control_ref,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1354_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temperate Conifer Forests,TemperateForest,NA,NA,NA,NA,500,yr,NA,NA,NA,NA,NA,NA
1354,1,4,Control,Control_ref,1,Mixed,"Sparks, Aaron M.; Kolden, Crystal A.; Smith, Alistair M. S.; Boschetti, Luigi; Johnson, Daniel M.; Cochrane, Mark A.",Fire intensity impacts on post-fire temperate coniferous forest net primary productivity,10.5194/bg-15-1173-2018,Wildfire,Mixed resistance,TEMF,USA,48.384275,-116.171419,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,gC_per_m2_per_yr,NA,NA,NA,NA,Control_ref,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1354_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temperate Conifer Forests,TemperateForest,NA,NA,NA,NA,550,yr,NA,NA,NA,NA,NA,NA
1354,2,5,Control,Control_ref,4,Mixed,"Sparks, Aaron M.; Kolden, Crystal A.; Smith, Alistair M. S.; Boschetti, Luigi; Johnson, Daniel M.; Cochrane, Mark A.",Fire intensity impacts on post-fire temperate coniferous forest net primary productivity,10.5194/bg-15-1173-2018,Wildfire,Mixed resistance,TEMF,USA,48.384275,-116.17142,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,gC_per_m2_per_yr,NA,NA,NA,NA,Control_ref,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1354_5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temperate Conifer Forests,TemperateForest,NA,NA,NA,NA,525,yr,NA,NA,NA,NA,NA,NA
1354,3,6,Control,Control_ref,8,Mixed,"Sparks, Aaron M.; Kolden, Crystal A.; Smith, Alistair M. S.; Boschetti, Luigi; Johnson, Daniel M.; Cochrane, Mark A.",Fire intensity impacts on post-fire temperate coniferous forest net primary productivity,10.5194/bg-15-1173-2018,Wildfire,Mixed resistance,TEMF,USA,48.384275,-116.171421,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,gC_per_m2_per_yr,NA,NA,NA,NA,Control_ref,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1354_6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temperate Conifer Forests,TemperateForest,NA,NA,NA,NA,525,yr,NA,NA,NA,NA,NA,NA
1354,1,7,Control,Control_ref,1,Mixed,"Sparks, Aaron M.; Kolden, Crystal A.; Smith, Alistair M. S.; Boschetti, Luigi; Johnson, Daniel M.; Cochrane, Mark A.",Fire intensity impacts on post-fire temperate coniferous forest net primary productivity,10.5194/bg-15-1173-2018,Wildfire,"Fire-susceptible: Picea enelmannii, Abies lasiocarpa, Pinus contorta",TEMF,USA,48.384275,-116.171422,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,gC_per_m2_per_yr,NA,NA,NA,NA,Control_ref,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1354_7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temperate Conifer Forests,TemperateForest,NA,NA,NA,NA,545,yr,NA,NA,NA,NA,NA,NA
1354,2,8,Control,Control_ref,4,Mixed,"Sparks, Aaron M.; Kolden, Crystal A.; Smith, Alistair M. S.; Boschetti, Luigi; Johnson, Daniel M.; Cochrane, Mark A.",Fire intensity impacts on post-fire temperate coniferous forest net primary productivity,10.5194/bg-15-1173-2018,Wildfire,"Fire-susceptible: Picea enelmannii, Abies lasiocarpa, Pinus contorta",TEMF,USA,48.384275,-116.171423,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,gC_per_m2_per_yr,NA,NA,NA,NA,Control_ref,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1354_8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temperate Conifer Forests,TemperateForest,NA,NA,NA,NA,525,yr,NA,NA,NA,NA,NA,NA
1354,3,9,Control,Control_ref,8,Mixed,"Sparks, Aaron M.; Kolden, Crystal A.; Smith, Alistair M. S.; Boschetti, Luigi; Johnson, Daniel M.; Cochrane, Mark A.",Fire intensity impacts on post-fire temperate coniferous forest net primary productivity,10.5194/bg-15-1173-2018,Wildfire,"Fire-susceptible: Picea enelmannii, Abies lasiocarpa, Pinus contorta",TEMF,USA,48.384275,-116.171424,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,gC_per_m2_per_yr,NA,NA,NA,NA,Control_ref,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1354_9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temperate Conifer Forests,TemperateForest,NA,NA,NA,NA,575,yr,NA,NA,NA,NA,NA,NA
1354,1,10,Burn,ModSeverity,1,Mixed,"Sparks, Aaron M.; Kolden, Crystal A.; Smith, Alistair M. S.; Boschetti, Luigi; Johnson, Daniel M.; Cochrane, Mark A.",Fire intensity impacts on post-fire temperate coniferous forest net primary productivity,10.5194/bg-15-1173-2018,Wildfire,"Fire-resistant: Pseudotsuga menziesii, Pinus ponderosa, Larix occidentalis",TEMF,USA,48.384275,-116.171416,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,gC_per_m2_per_yr,NA,NA,NA,NA,ModSeverity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1354_10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temperate Conifer Forests,TemperateForest,NA,NA,NA,NA,425,yr,NA,NA,NA,NA,NA,NA
1354,2,11,Burn,ModSeverity,4,Mixed,"Sparks, Aaron M.; Kolden, Crystal A.; Smith, Alistair M. S.; Boschetti, Luigi; Johnson, Daniel M.; Cochrane, Mark A.",Fire intensity impacts on post-fire temperate coniferous forest net primary productivity,10.5194/bg-15-1173-2018,Wildfire,"Fire-resistant: Pseudotsuga menziesii, Pinus ponderosa, Larix occidentalis",TEMF,USA,48.384275,-116.171417,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,gC_per_m2_per_yr,NA,NA,NA,NA,ModSeverity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1354_11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temperate Conifer Forests,TemperateForest,NA,NA,NA,NA,425,yr,NA,NA,NA,NA,NA,NA
1354,3,12,Burn,ModSeverity,8,Mixed,"Sparks, Aaron M.; Kolden, Crystal A.; Smith, Alistair M. S.; Boschetti, Luigi; Johnson, Daniel M.; Cochrane, Mark A.",Fire intensity impacts on post-fire temperate coniferous forest net primary productivity,10.5194/bg-15-1173-2018,Wildfire,"Fire-resistant: Pseudotsuga menziesii, Pinus ponderosa, Larix occidentalis",TEMF,USA,48.384275,-116.171418,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,gC_per_m2_per_yr,NA,NA,NA,NA,ModSeverity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1354_12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temperate Conifer Forests,TemperateForest,NA,NA,NA,NA,475,yr,NA,NA,NA,NA,NA,NA
1354,1,13,Burn,ModSeverity,1,Mixed,"Sparks, Aaron M.; Kolden, Crystal A.; Smith, Alistair M. S.; Boschetti, Luigi; Johnson, Daniel M.; Cochrane, Mark A.",Fire intensity impacts on post-fire temperate coniferous forest net primary productivity,10.5194/bg-15-1173-2018,Wildfire,Mixed resistance,TEMF,USA,48.384275,-116.171419,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,gC_per_m2_per_yr,NA,NA,NA,NA,ModSeverity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1354_13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temperate Conifer Forests,TemperateForest,NA,NA,NA,NA,350,yr,NA,NA,NA,NA,NA,NA
1354,2,14,Burn,ModSeverity,4,Mixed,"Sparks, Aaron M.; Kolden, Crystal A.; Smith, Alistair M. S.; Boschetti, Luigi; Johnson, Daniel M.; Cochrane, Mark A.",Fire intensity impacts on post-fire temperate coniferous forest net primary productivity,10.5194/bg-15-1173-2018,Wildfire,Mixed resistance,TEMF,USA,48.384275,-116.17142,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,gC_per_m2_per_yr,NA,NA,NA,NA,ModSeverity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1354_14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temperate Conifer Forests,TemperateForest,NA,NA,NA,NA,375,yr,NA,NA,NA,NA,NA,NA
1354,3,15,Burn,ModSeverity,8,Mixed,"Sparks, Aaron M.; Kolden, Crystal A.; Smith, Alistair M. S.; Boschetti, Luigi; Johnson, Daniel M.; Cochrane, Mark A.",Fire intensity impacts on post-fire temperate coniferous forest net primary productivity,10.5194/bg-15-1173-2018,Wildfire,Mixed resistance,TEMF,USA,48.384275,-116.171421,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,gC_per_m2_per_yr,NA,NA,NA,NA,ModSeverity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1354_15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temperate Conifer Forests,TemperateForest,NA,NA,NA,NA,475,yr,NA,NA,NA,NA,NA,NA
1354,1,16,Burn,ModSeverity,1,Mixed,"Sparks, Aaron M.; Kolden, Crystal A.; Smith, Alistair M. S.; Boschetti, Luigi; Johnson, Daniel M.; Cochrane, Mark A.",Fire intensity impacts on post-fire temperate coniferous forest net primary productivity,10.5194/bg-15-1173-2018,Wildfire,"Fire-susceptible: Picea enelmannii, Abies lasiocarpa, Pinus contorta",TEMF,USA,48.384275,-116.171422,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,gC_per_m2_per_yr,NA,NA,NA,NA,ModSeverity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1354_16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temperate Conifer Forests,TemperateForest,NA,NA,NA,NA,300,yr,NA,NA,NA,NA,NA,NA
1354,2,17,Burn,ModSeverity,4,Mixed,"Sparks, Aaron M.; Kolden, Crystal A.; Smith, Alistair M. S.; Boschetti, Luigi; Johnson, Daniel M.; Cochrane, Mark A.",Fire intensity impacts on post-fire temperate coniferous forest net primary productivity,10.5194/bg-15-1173-2018,Wildfire,"Fire-susceptible: Picea enelmannii, Abies lasiocarpa, Pinus contorta",TEMF,USA,48.384275,-116.171423,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,gC_per_m2_per_yr,NA,NA,NA,NA,ModSeverity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1354_17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temperate Conifer Forests,TemperateForest,NA,NA,NA,NA,375,yr,NA,NA,NA,NA,NA,NA
1354,3,18,Burn,ModSeverity,8,Mixed,"Sparks, Aaron M.; Kolden, Crystal A.; Smith, Alistair M. S.; Boschetti, Luigi; Johnson, Daniel M.; Cochrane, Mark A.",Fire intensity impacts on post-fire temperate coniferous forest net primary productivity,10.5194/bg-15-1173-2018,Wildfire,"Fire-susceptible: Picea enelmannii, Abies lasiocarpa, Pinus contorta",TEMF,USA,48.384275,-116.171424,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,gC_per_m2_per_yr,NA,NA,NA,NA,ModSeverity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1354_18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temperate Conifer Forests,TemperateForest,NA,NA,NA,NA,425,yr,NA,NA,NA,NA,NA,NA
1354,1,19,Burn,HighSeverity,1,Mixed,"Sparks, Aaron M.; Kolden, Crystal A.; Smith, Alistair M. S.; Boschetti, Luigi; Johnson, Daniel M.; Cochrane, Mark A.",Fire intensity impacts on post-fire temperate coniferous forest net primary productivity,10.5194/bg-15-1173-2018,Wildfire,"Fire-resistant: Pseudotsuga menziesii, Pinus ponderosa, Larix occidentalis",TEMF,USA,48.384275,-116.171416,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,gC_per_m2_per_yr,NA,NA,NA,NA,HighSeverity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1354_19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temperate Conifer Forests,TemperateForest,NA,NA,NA,NA,NA,yr,NA,NA,NA,NA,NA,NA
1354,2,20,Burn,HighSeverity,4,Mixed,"Sparks, Aaron M.; Kolden, Crystal A.; Smith, Alistair M. S.; Boschetti, Luigi; Johnson, Daniel M.; Cochrane, Mark A.",Fire intensity impacts on post-fire temperate coniferous forest net primary productivity,10.5194/bg-15-1173-2018,Wildfire,"Fire-resistant: Pseudotsuga menziesii, Pinus ponderosa, Larix occidentalis",TEMF,USA,48.384275,-116.171417,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,gC_per_m2_per_yr,NA,NA,NA,NA,HighSeverity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1354_20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temperate Conifer Forests,TemperateForest,NA,NA,NA,NA,NA,yr,NA,NA,NA,NA,NA,NA
1354,3,21,Burn,HighSeverity,8,Mixed,"Sparks, Aaron M.; Kolden, Crystal A.; Smith, Alistair M. S.; Boschetti, Luigi; Johnson, Daniel M.; Cochrane, Mark A.",Fire intensity impacts on post-fire temperate coniferous forest net primary productivity,10.5194/bg-15-1173-2018,Wildfire,"Fire-resistant: Pseudotsuga menziesii, Pinus ponderosa, Larix occidentalis",TEMF,USA,48.384275,-116.171418,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,gC_per_m2_per_yr,NA,NA,NA,NA,HighSeverity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1354_21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temperate Conifer Forests,TemperateForest,NA,NA,NA,NA,NA,yr,NA,NA,NA,NA,NA,NA
1354,1,22,Burn,HighSeverity,1,Mixed,"Sparks, Aaron M.; Kolden, Crystal A.; Smith, Alistair M. S.; Boschetti, Luigi; Johnson, Daniel M.; Cochrane, Mark A.",Fire intensity impacts on post-fire temperate coniferous forest net primary productivity,10.5194/bg-15-1173-2018,Wildfire,Mixed resistance,TEMF,USA,48.384275,-116.171419,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,gC_per_m2_per_yr,NA,NA,NA,NA,HighSeverity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1354_22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temperate Conifer Forests,TemperateForest,NA,NA,NA,NA,NA,yr,NA,NA,NA,NA,NA,NA
1354,2,23,Burn,HighSeverity,4,Mixed,"Sparks, Aaron M.; Kolden, Crystal A.; Smith, Alistair M. S.; Boschetti, Luigi; Johnson, Daniel M.; Cochrane, Mark A.",Fire intensity impacts on post-fire temperate coniferous forest net primary productivity,10.5194/bg-15-1173-2018,Wildfire,Mixed resistance,TEMF,USA,48.384275,-116.17142,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,gC_per_m2_per_yr,NA,NA,NA,NA,HighSeverity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1354_23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temperate Conifer Forests,TemperateForest,NA,NA,NA,NA,NA,yr,NA,NA,NA,NA,NA,NA
1354,3,24,Burn,HighSeverity,8,Mixed,"Sparks, Aaron M.; Kolden, Crystal A.; Smith, Alistair M. S.; Boschetti, Luigi; Johnson, Daniel M.; Cochrane, Mark A.",Fire intensity impacts on post-fire temperate coniferous forest net primary productivity,10.5194/bg-15-1173-2018,Wildfire,Mixed resistance,TEMF,USA,48.384275,-116.171421,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,gC_per_m2_per_yr,NA,NA,NA,NA,HighSeverity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1354_24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temperate Conifer Forests,TemperateForest,NA,NA,NA,NA,NA,yr,NA,NA,NA,NA,NA,NA
